date,p0,p1,p2
2016-04-30,7.012661817074533e-06,1.50196768060747e-08,0.9999929723186611
2016-05-31,1.7339664826369562e-05,6.976869089263192e-10,0.9999826596375051
2016-06-30,8.581692937132681e-06,7.463945317122788e-09,0.9999914108430473
2016-07-31,3.5279145888084354e-05,1.1376554552455576e-09,0.9999647197162597
2016-08-31,1.2788470002348666e-05,2.1037645015023418e-10,0.9999872113197976
2016-09-30,7.1884564971051786e-06,1.0428627554781201e-09,0.9999928105006951
2016-10-31,1.4605646892600886e-05,1.124907513827013e-08,0.9999853831040659
2016-11-30,4.5731446963006055e-05,3.2489346946438985e-08,0.9999542360637038
2016-12-31,0.0001581994450284588,4.092016378870983e-07,0.9998413913531351
2017-01-31,0.000893457932132941,3.060503828106821e-07,0.9991062360172812
2017-02-28,0.0014066064643433044,2.3207649606261066e-07,0.9985931614590812
2017-03-31,0.0005374464801830661,2.5627375179126864e-08,0.9994625278926235
2017-04-30,0.0007214149331929642,3.5679527867262405e-09,0.999278581498998
2017-05-31,0.0008512378844164567,2.9781309824759908e-09,0.9991487591376644
2017-06-30,0.0006596545081316526,2.114165618333861e-09,0.9993403433775456
2017-07-31,0.0006132087495165792,3.2078270219651214e-09,0.9993867880426713
2017-08-31,0.0005040268388911429,1.1094012183034645e-09,0.9994959720517798
2017-09-30,0.00020658740104466546,1.214430651374443e-09,0.9997934113845814
2017-10-31,0.00028054114699403287,1.1126899259296031e-09,0.99971945774046
2017-11-30,7.789715146093952e-05,3.818429968368651e-09,0.9999220990302092
2017-12-31,0.00010551634850149006,1.747196892385383e-07,0.9998943089317764
2018-01-31,0.0086481669679603,1.0253484620982453e-05,0.991341579547349
2018-02-28,0.16648105490593923,0.00022366630181629239,0.8332952787923465
2018-03-31,0.8810974358543571,0.0004030249242845401,0.11849953922125793
2018-04-30,0.9821477065612725,6.720848826933151e-06,0.01784557259003589
2018-05-31,0.9995463933759388,2.8556625758688373e-07,0.000453321057814995
2018-06-30,0.9999995692247485,7.660505261007453e-08,3.5417021582977887e-07
2018-07-31,0.9999378048429883,2.4992531363964453e-08,6.21701646069078e-05
2018-08-31,0.9999978358042199,9.872766068834955e-09,2.154322926415892e-06
2018-09-30,0.9999935545286819,1.3371944260459884e-08,6.43209958693936e-06
2018-10-31,0.9999999179281109,1.670392902237884e-08,6.536782778522478e-08
2018-11-30,0.9998204083312789,1.956321739743964e-08,0.00017957210559846847
2018-12-31,0.999956088349871,5.971344065001033e-08,4.385193664667357e-05
2019-01-31,0.9999673583486266,6.165434105436184e-08,3.257999689271297e-05
2019-02-28,0.9999784987191184,4.9711093504914084e-08,2.145156957949551e-05
